time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,precip
2021-04-30,23.3,15.9,31.5,0.0,,,6.0,,1016.3,,
2021-05-01,24.3,16.8,32.7,0.0,,,5.6,,1015.6,,
2021-05-02,27.3,19.0,34.1,0.0,,,9.1,,1013.9,,
2021-05-03,26.2,19.1,32.6,0.0,,,7.4,,1013.1,,
2021-05-04,22.6,18.3,27.9,0.0,,,9.0,,1011.9,,
2021-05-05,22.6,18.4,26.9,0.0,,,6.7,,1011.5,,
2021-05-06,23.6,16.7,26.9,0.0,,,7.9,,1012.6,,
2021-05-07,24.5,18.2,30.5,0.0,,,4.6,,1014.3,,
2021-05-08,25.7,18.2,30.7,0.0,,,7.2,,1011.9,,
2021-05-09,23.2,15.4,28.2,0.0,,,17.3,,1016.2,,
2021-05-10,22.1,16.0,27.8,0.0,,,11.4,,1015.7,,
2021-05-11,20.9,15.7,25.2,0.0,,,8.4,,1011.4,,
2021-05-12,19.1,11.8,25.4,0.0,,,6.2,,1009.2,,
2021-05-13,24.3,18.8,28.0,0.0,,,13.1,,1009.7,,
2021-05-14,23.2,19.1,28.7,0.0,,,11.2,,1013.1,,
2021-05-15,22.7,17.2,27.6,0.0,,,7.0,,1012.3,,
2021-05-16,21.8,17.5,25.6,0.0,,,8.5,,1009.0,,
2021-05-17,23.7,16.9,29.6,0.0,,,6.4,,1010.8,,
2021-05-18,25.8,17.6,30.4,0.0,,,10.6,,1010.8,,
2021-05-19,26.6,19.2,32.6,0.0,,,5.9,,1012.3,,
2021-05-20,25.6,22.0,30.1,0.0,,,13.4,,1009.2,,
2021-05-21,17.6,14.4,19.5,7.3,,,17.1,,1010.9,,
2021-05-22,21.6,16.1,28.2,0.0,,,10.9,,1017.7,,
2021-05-23,22.7,16.2,27.1,0.0,,,9.4,,1016.7,,
2021-05-24,25.7,17.8,30.9,0.0,,,9.0,,1016.5,,
2021-05-25,27.6,21.9,32.7,0.0,,,9.0,,1014.6,,
2021-05-26,25.5,20.8,29.6,0.0,,,8.9,,1010.6,,
2021-05-27,24.7,20.7,29.8,0.0,,,6.0,,1008.8,,
2021-05-28,23.6,20.7,27.0,0.0,,,9.8,,1009.3,,
2021-05-29,23.1,20.1,26.3,0.0,,,12.5,,1012.7,,
2021-05-30,23.9,19.0,27.9,0.0,,,6.7,,1012.4,,
2021-05-31,23.1,17.1,27.7,2.0,,,7.3,,1011.0,,
2021-06-01,21.5,18.3,24.0,9.7,,,10.7,,1010.8,,
2021-06-02,21.7,15.2,24.6,0.0,,,11.0,,1016.3,,
2021-06-03,21.9,16.2,25.8,0.0,,,11.3,,1018.9,,
2021-06-04,24.2,19.4,29.6,0.0,,,12.2,,1019.0,,
2021-06-05,24.7,18.9,29.5,0.0,,,13.5,,1018.3,,
2021-06-06,24.3,18.5,28.8,0.0,,,10.6,,1016.0,,
2021-06-07,25.7,19.2,31.2,0.0,,,7.8,,1015.0,,
2021-06-08,26.0,21.3,29.4,0.0,,,7.3,,1012.9,,
2021-06-09,25.7,21.6,29.1,0.0,,,7.5,,1009.4,,
2021-06-10,25.8,20.5,30.6,0.3,,,5.7,,1008.5,,
2021-06-11,25.9,21.2,30.4,0.0,,,5.5,,1010.6,,
2021-06-12,25.4,21.2,28.9,0.0,,,7.9,,1012.5,,
2021-06-13,25.0,21.3,28.1,0.0,,,9.5,,1012.6,,
2021-06-14,21.9,17.7,25.5,0.8,,,8.8,,1010.3,,
2021-06-15,21.3,14.2,25.0,8.6,,,9.2,,1011.4,,
2021-06-16,22.4,19.5,26.0,18.0,,,8.1,,1012.3,,
2021-06-17,24.9,19.6,29.0,0.0,,,7.9,,1016.4,,
2021-06-18,26.3,21.3,30.8,0.0,,,8.8,,1014.7,,
2021-06-19,26.4,21.6,29.7,0.0,,,8.7,,1011.3,,
2021-06-20,26.9,22.5,30.4,0.0,,,9.2,,1009.7,,
2021-06-21,26.8,23.3,30.0,0.0,,,10.3,,1010.1,,
2021-06-22,27.9,23.0,32.7,0.0,,,9.4,,1012.1,,
2021-06-23,29.1,23.6,34.6,0.0,,,9.1,,1013.3,,
2021-06-24,30.0,25.2,35.5,0.0,,,11.8,,1014.0,,
2021-06-25,30.6,25.3,34.1,0.0,,,11.1,,1012.2,,
2021-06-26,30.5,26.2,35.6,0.0,,,10.6,,1010.5,,
2021-06-27,30.5,25.0,34.6,0.0,,,10.6,,1010.4,,
2021-06-28,30.7,25.9,34.7,0.0,,,12.2,,1011.9,,
2021-06-29,30.8,26.9,35.6,0.0,,,12.5,,1011.5,,
2021-06-30,30.7,24.1,36.3,0.0,,,10.9,,1010.5,,
2021-07-01,32.5,24.3,39.7,0.0,,,7.3,,1009.6,,
2021-07-02,31.1,25.7,35.0,0.0,,,10.0,,1006.1,,
2021-07-03,28.2,26.0,31.6,0.0,,,13.2,,1007.3,,
2021-07-04,27.6,24.9,30.4,0.0,,,12.9,,1009.9,,
2021-07-05,28.3,23.5,33.3,0.0,,,9.8,,1008.3,,
2021-07-06,29.1,23.2,33.7,0.0,,,10.5,,1007.7,,
2021-07-07,31.0,26.2,36.1,0.0,,,13.8,,1010.2,,
2021-07-08,30.4,26.7,35.3,0.0,,,15.8,,1012.1,,
2021-07-09,30.3,26.2,35.4,0.0,,,16.6,,1010.5,,
2021-07-10,30.8,26.3,36.3,0.0,,,16.2,,1007.4,,
2021-07-11,30.8,26.8,34.5,0.0,,,12.6,,1005.9,,
2021-07-12,30.6,26.0,34.1,0.0,,,11.4,,1007.6,,
2021-07-13,31.3,25.6,35.3,0.0,,,10.9,,1007.9,,
2021-07-14,32.3,27.1,38.4,0.0,,,13.3,,1007.7,,
2021-07-15,30.4,27.6,35.1,0.0,,,11.4,,1006.1,,
2021-07-16,31.3,26.8,35.4,0.0,,,8.8,,1004.4,,
2021-07-17,30.4,26.2,36.2,0.0,,,6.0,,1003.3,,
2021-07-18,31.0,25.0,36.9,0.0,,,7.3,,1003.4,,
2021-07-19,30.1,26.5,35.2,0.0,,,9.3,,1007.2,,
2021-07-20,29.1,25.3,33.4,0.0,,,8.2,,1009.5,,
2021-07-21,30.0,26.0,32.7,0.0,,,12.5,,1009.0,,
2021-07-22,30.5,24.9,35.1,0.0,,,18.8,,1008.5,,
2021-07-23,29.3,25.2,34.3,0.0,,,17.8,,1007.6,,
2021-07-24,28.9,25.4,33.1,0.0,,,15.0,,1007.2,,
2021-07-25,29.9,25.4,34.7,0.0,,,14.3,,1009.2,,
2021-07-26,29.9,25.3,34.0,0.0,,,13.1,,1012.3,,
2021-07-27,31.9,27.0,38.0,0.0,,,13.7,,1013.4,,
2021-07-28,33.9,27.6,38.2,0.0,,,14.1,,1011.1,,
2021-07-29,34.6,27.6,38.9,0.0,,,15.2,,1008.7,,
2021-07-30,34.1,27.1,38.1,0.0,,,13.3,,1007.4,,
2021-07-31,34.7,27.2,38.5,0.0,,,11.5,,1006.5,,
2021-08-01,34.1,27.0,37.7,0.0,,,9.8,,1007.8,,
2021-08-02,33.8,27.9,37.3,0.0,,,10.9,,1008.4,,
2021-08-03,34.5,27.3,38.3,0.0,,,11.4,,1009.6,,
2021-08-04,34.4,30.2,38.0,0.0,,,13.3,,1011.1,,
2021-08-05,33.9,27.2,37.9,0.0,,,10.1,,1008.8,,
2021-08-06,33.1,27.9,39.5,0.0,,,9.6,,1003.3,,
